39,-39,39,-39,39,-39,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,37,-37,37,-37,37,-37,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,-1,0,4,0,0,-1,0,0,1,3,4,4,5,6,9,6,4,3,0,3,2,5,4,6,7,8,3,1
39,-39,39,-39,39,-39,39,-39,38,-39,38,-38,38,-38,38,-38,38,-38,38,-38,37,-35,32,-35,32,-35,32,-35,32,-35,32,-35,32,-35,31,-35,31,-35,31,-35,31,-34,31,-34,31,-33,31,-33,31,-33,-1,0,3,0,-1,-4,-6,-5,-5,-5,-3,-2,-4,-5,-8,-9,-8,-8,-11,-10,-13,-12,-11,-12,-12,20,4,0
39,-39,39,-39,38,-39,37,-38,37,-38,37,-38,37,-38,37,-38,34,-35,34,-35,34,-35,34,-32,31,-32,30,-32,30,-31,30,-28,27,-28,27,-28,27,-28,27,-28,27,-28,27,-28,27,-28,27,-28,27,-28,-1,0,-1,-2,-4,-2,0,0,1,-1,0,1,1,0,4,5,3,6,7,3,4,3,4,4,4,9,5,1
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,36,-36,36,-36,36,-36,36,-36,36,-36,27,-33,27,-30,24,-30,24,-30,24,-30,24,-30,23,-29,23,-29,23,-29,23,-29,23,-29,23,-29,23,-29,-2,0,0,0,3,4,1,3,3,0,1,0,1,1,1,3,0,0,-1,0,-1,-2,-2,1,-1,3,8,0
39,-39,39,-39,39,-39,38,-38,38,-38,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-32,35,-32,35,-32,35,-29,32,-28,31,-25,28,-25,28,-25,28,-25,27,-24,27,-24,26,-24,26,-24,-1,0,3,0,-1,-2,-1,-4,-3,-4,-4,-3,-4,-4,-3,-4,-4,-1,-3,-3,-3,-4,-7,-7,-7,5,4,1
39,-39,39,-39,39,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-32,30,-32,30,-32,30,-32,29,-32,29,-32,29,-32,29,-32,29,-32,29,-29,26,-29,-1,0,-1,0,0,0,3,5,6,9,12,9,10,9,10,9,9,9,8,7,7,8,8,11,8,18,3,0
39,-39,39,-39,39,-38,36,-38,36,-38,35,-37,35,-37,35,-37,34,-36,31,-33,31,-33,31,-33,31,-33,31,-33,31,-33,31,-33,31,-33,31,-32,28,-32,28,-29,25,-28,25,-28,25,-28,25,-28,25,-28,-1,0,1,3,5,5,9,11,10,8,10,6,6,2,2,2,4,3,4,5,6,5,4,4,1,9,1,0
39,-39,39,-39,39,-39,39,-39,39,-39,39,-38,38,-29,29,-29,29,-29,29,-26,26,-26,26,-26,26,-26,26,-26,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,-1,0,0,0,-1,0,2,0,0,0,0,1,0,1,2,4,5,5,3,4,5,4,8,11,12,13,7,1
39,-39,39,-39,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,35,-35,35,-35,35,-35,35,-35,34,-35,34,-35,34,-35,33,-34,32,-34,29,-34,29,-31,29,-31,20,-28,17,-28,-1,0,0,-2,-1,-4,-4,-2,1,0,2,0,0,0,0,2,-1,2,0,2,3,2,2,5,6,6,11,0
39,-39,39,-39,39,-39,39,-39,39,-36,36,-36,36,-36,36,-36,36,-36,36,-36,36,-36,36,-36,36,-36,36,-36,33,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,-4,-4,-1,-1,-1,-1,-1,0,1,-2,-1,-2,-5,-5,-5,-5,-5,-3,-1,-2,-2,3,5,0
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-38,38,-38,38,-38,38,-38,38,-38,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-32,32,-32,32,-32,31,-32,31,-32,31,-32,-1,0,3,5,3,0,1,1,-1,-3,-1,0,0,0,1,1,2,1,-1,-1,-1,-1,-1,-2,-2,4,6,0
39,-39,39,-39,39,-39,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-33,38,-33,37,-33,37,-32,28,-23,28,-23,28,-23,28,-23,28,-23,28,-22,27,-19,24,-19,24,-19,24,-18,24,0,-1,0,3,4,2,2,3,3,4,7,6,8,9,8,8,11,12,12,11,10,6,9,6,7,4,13,2,1
39,-39,39,-39,39,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,37,-37,36,-36,36,-36,33,-33,33,-33,33,-30,30,-30,30,-30,30,-30,30,-30,30,-25,25,-25,-2,0,2,4,5,4,8,9,8,4,2,1,2,1,2,-1,0,2,0,2,0,-1,-1,-1,-1,10,6,0
39,-39,39,-39,39,-39,39,-39,36,-36,36,-36,36,-36,36,-35,33,-32,32,-29,32,-29,32,-29,32,-28,32,-28,32,-28,32,-28,32,-28,32,-28,31,-25,31,-24,31,-24,31,-24,31,-24,31,-24,31,-24,-1,0,0,0,-1,0,1,1,2,-1,2,3,0,0,0,1,0,3,1,2,3,0,0,1,1,2,13,1
39,-39,39,-39,39,-39,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-37,37,-37,36,-37,33,-34,33,-34,33,-34,32,-34,32,-33,31,-30,28,-30,28,-30,28,-27,-1,0,4,0,0,-1,0,0,1,3,4,3,1,-1,0,0,3,2,3,2,0,2,2,1,0,3,7,0
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,38,-36,37,-36,37,-36,37,-33,37,-33,37,-33,37,-33,37,-33,37,-28,32,-28,32,-28,32,-25,29,-25,-1,0,-1,-2,-3,-2,-4,-2,0,-2,-1,-2,-1,-4,-4,-1,0,0,-2,-1,-2,0,-2,-4,-5,2,6,1
39,-39,39,-39,39,-38,39,-38,39,-38,39,-38,39,-38,36,-37,35,-37,35,-37,34,-28,25,-28,25,-28,25,-28,25,-27,22,-24,21,-23,21,-23,21,-20,18,-20,18,-17,18,-17,15,-16,15,-16,15,-13,-1,0,3,5,7,6,4,6,6,8,9,11,11,12,13,12,13,10,7,6,6,6,10,9,6,14,2,0
39,-39,39,-39,39,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-35,35,-35,35,-34,34,-31,31,-31,31,-30,26,-25,26,-24,23,-24,23,-24,23,-24,-1,0,-1,0,0,0,3,0,0,0,0,0,-3,-4,-3,-5,-3,-1,-3,-3,-3,-3,-3,-1,-4,4,8,0
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-36,36,-36,36,-35,35,-32,32,-32,32,-29,29,-29,29,-29,29,-29,29,-29,29,-29,29,-29,29,-29,29,-29,29,-29,29,-29,29,-29,-1,0,3,0,-1,-2,-1,-4,-7,-4,-4,-4,-1,0,2,3,0,1,-1,0,0,0,0,0,0,6,11,0
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-36,36,-36,36,-36,35,-35,34,-35,34,-35,34,-35,34,-35,34,-35,-1,0,4,5,6,7,5,1,0,-1,-2,-3,0,2,3,0,0,-1,-1,0,-1,-1,-1,0,0,8,8,1
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,36,-36,35,-36,35,-36,35,-36,35,-36,35,-31,35,-31,35,-31,35,-30,34,-30,31,-27,30,-27,29,-27,29,-26,26,-23,23,-23,23,0,-1,0,0,-1,1,3,4,3,1,1,-1,-1,1,4,4,4,2,0,0,1,1,3,3,3,3,3,5,1
39,-39,39,-39,39,-39,39,-39,39,-39,36,-36,36,-36,36,-35,36,-35,36,-35,33,-32,33,-32,32,-32,32,-32,32,-32,23,-23,23,-23,23,-23,23,-23,20,-18,15,-15,15,-15,14,-15,14,-14,14,-14,-1,0,0,0,-1,0,2,0,0,0,-1,-1,-1,-2,0,2,6,8,9,7,6,5,6,6,7,14,10,1
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-38,38,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,34,-32,31,-31,31,-31,31,-31,31,-31,30,-31,30,-30,29,-30,29,-27,29,-24,-1,0,0,-2,-4,-5,-6,-9,-7,-7,-7,-5,-5,-6,-6,-6,-6,-3,0,0,-2,-3,-2,-2,-5,7,5,1
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,36,-36,36,-36,33,-33,33,-33,33,-33,33,-33,33,-33,33,-33,33,-33,33,-33,33,-33,-1,0,3,3,2,4,3,0,0,-3,-5,-3,0,-1,0,1,2,1,0,1,-1,-1,-4,-1,-1,6,8,0
39,-39,39,-39,39,-38,39,-38,39,-37,36,-34,36,-34,36,-34,36,-34,36,-33,35,-30,32,-30,32,-30,32,-30,32,-30,32,-30,32,-30,32,-30,32,-30,31,-30,28,-27,27,-27,27,-27,27,-27,27,-27,-1,0,3,4,5,4,5,1,3,4,3,2,0,0,0,0,-3,0,-2,-4,-6,-3,-4,-4,-4,13,5,1
39,-39,39,-39,39,-39,38,-38,38,-38,38,-37,37,-37,37,-37,37,-37,37,-37,37,-37,37,-37,37,-37,37,-37,37,-37,37,-37,37,-36,37,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,1,-2,-2,0,0,0,0,-3,0,0,-2,-3,-2,-3,-3,-4,-3,-3,-2,3,6,0
39,-39,39,-39,39,-39,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,37,-38,34,-38,34,-38,34,-38,34,-38,34,-38,29,-38,29,-38,28,-38,27,-38,24,-38,24,-37,15,-37,14,-34,9,-34,9,-34,-1,0,0,-1,-2,-4,-3,-6,-3,-2,-1,-1,0,-1,-1,-2,-1,-3,-3,0,1,0,0,0,-3,3,4,0
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-36,36,-36,36,-33,33,-33,33,-33,33,-33,33,-33,33,-33,33,-33,33,-33,33,-33,33,-33,24,-24,24,-24,24,-24,24,-24,24,-24,24,-24,23,-23,-1,0,-2,-1,1,-1,-2,0,0,-2,-1,-2,-2,-2,-2,1,-1,0,-3,-2,1,0,1,1,1,2,12,1
39,-39,39,-39,39,-39,39,-39,39,-39,38,-38,38,-38,38,-35,35,-35,35,-35,35,-35,35,-34,34,-34,34,-31,31,-31,31,-31,31,-30,26,-27,23,-24,23,-24,23,-24,23,-24,23,-24,23,-19,20,-14,-2,0,0,-3,-4,-7,-7,-5,-7,-8,-8,-9,-9,-10,-11,-10,-6,-7,-6,-7,-9,-7,-9,-6,-6,7,0,1
