39,-39,39,-39,39,-39,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,37,-37,37,-37,37,-37,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,34,-34,29,-31,29,-31,29,-31,29,-31,-1,0,4,0,0,-1,0,0,1,3,4,4,5,6,9,6,4,3,0,3,2,5,4,6,7,6,6,4,5,8,8,3,1
39,-39,39,-39,39,-39,39,-39,38,-39,38,-38,38,-38,38,-38,38,-38,38,-38,37,-35,32,-35,32,-35,32,-35,32,-35,32,-35,32,-35,31,-35,31,-35,31,-35,31,-34,31,-34,31,-33,31,-33,31,-33,31,-33,31,-33,31,-33,28,-30,28,-30,-1,0,3,0,-1,-4,-6,-5,-5,-5,-3,-2,-4,-5,-8,-9,-8,-8,-11,-10,-13,-12,-11,-12,-12,-12,-13,-12,-13,-10,22,4,0
39,-39,39,-39,38,-39,37,-38,37,-38,37,-38,37,-38,37,-38,34,-35,34,-35,34,-35,34,-32,31,-32,30,-32,30,-31,30,-28,27,-28,27,-28,27,-28,27,-28,27,-28,27,-28,27,-28,27,-28,27,-28,22,-23,22,-23,22,-23,22,0,0,0,-1,0,-1,-2,-4,-2,0,0,1,-1,0,1,1,0,4,5,3,6,7,3,4,3,4,4,4,4,4,3,5,6,9,5,1
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,36,-36,36,-36,36,-36,36,-36,36,-36,27,-33,27,-30,24,-30,24,-30,24,-30,24,-30,23,-29,23,-29,23,-29,23,-29,23,-29,23,-29,23,-29,23,-28,22,-28,22,-28,22,-28,22,-28,-2,0,0,0,3,4,1,3,3,0,1,0,1,1,1,3,0,0,-1,0,-1,-2,-2,1,-1,-1,-1,-1,-4,-7,6,8,0
39,-39,39,-39,39,-39,38,-38,38,-38,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-32,35,-32,35,-32,35,-29,32,-28,31,-25,28,-25,28,-25,28,-25,27,-24,27,-24,26,-24,26,-24,26,-24,25,-23,24,-23,24,-22,19,0,-1,0,3,0,-1,-2,-1,-4,-3,-4,-4,-3,-4,-4,-3,-4,-4,-1,-3,-3,-3,-4,-7,-7,-7,-7,-5,-5,-5,-3,5,4,1
39,-39,39,-39,39,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-32,30,-32,30,-32,30,-32,29,-32,29,-32,29,-32,29,-32,29,-32,29,-29,26,-29,26,-29,26,-29,26,-29,26,-29,23,-26,-1,0,-1,0,0,0,3,5,6,9,12,9,10,9,10,9,9,9,8,7,7,8,8,11,8,7,8,9,10,11,17,3,0
39,-39,39,-39,39,-38,36,-38,36,-38,35,-37,35,-37,35,-37,34,-36,31,-33,31,-33,31,-33,31,-33,31,-33,31,-33,31,-33,31,-33,31,-32,28,-32,28,-29,25,-28,25,-28,25,-28,25,-28,25,-28,24,-28,24,-28,19,-23,14,-23,14,-23,-1,0,1,3,5,5,9,11,10,8,10,6,6,2,2,2,4,3,4,5,6,5,4,4,1,1,5,9,10,10,10,1,0
39,-39,39,-39,39,-39,39,-39,39,-39,39,-38,38,-29,29,-29,29,-29,29,-26,26,-26,26,-26,26,-26,26,-26,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,23,-23,22,-22,22,-22,21,-21,-1,0,0,0,-1,0,2,0,0,0,0,1,0,1,2,4,5,5,3,4,5,4,8,11,12,11,10,11,11,8,19,7,1
39,-39,39,-39,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,35,-35,35,-35,35,-35,35,-35,34,-35,34,-35,34,-35,33,-34,32,-34,29,-34,29,-31,29,-31,20,-28,17,-28,16,-28,16,-28,15,-28,15,-28,0,0,-1,0,0,-2,-1,-4,-4,-2,1,0,2,0,0,0,0,2,-1,2,0,2,3,2,2,5,6,8,9,6,5,2,11,11,0
39,-39,39,-39,39,-39,39,-39,39,-36,36,-36,36,-36,36,-36,36,-36,36,-36,36,-36,36,-36,36,-36,36,-36,33,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-2,-4,-4,-1,-1,-1,-1,-1,0,1,-2,-1,-2,-5,-5,-5,-5,-5,-3,-1,-2,-2,0,-2,0,-1,0,3,7,0
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-38,38,-38,38,-38,38,-38,38,-38,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-35,35,-32,32,-32,32,-32,31,-32,31,-32,31,-32,31,-32,30,-31,25,-28,25,-28,16,-19,-1,0,3,5,3,0,1,1,-1,-3,-1,0,0,0,1,1,2,1,-1,-1,-1,-1,-1,-2,-2,-2,-5,-6,-5,-5,7,6,0
39,-39,39,-39,39,-39,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-33,38,-33,37,-33,37,-32,28,-23,28,-23,28,-23,28,-23,28,-23,28,-22,27,-19,24,-19,24,-19,24,-18,24,0,0,0,0,0,0,0,0,0,0,0,-1,0,3,4,2,2,3,3,4,7,6,8,9,8,8,11,12,12,11,10,6,9,6,7,4,3,3,5,4,4,11,2,1
39,-39,39,-39,39,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,37,-37,36,-36,36,-36,33,-33,33,-33,33,-30,30,-30,30,-30,30,-30,30,-30,30,-25,25,-25,22,-22,22,-22,22,-22,22,-22,22,-22,-2,0,2,4,5,4,8,9,8,4,2,1,2,1,2,-1,0,2,0,2,0,-1,-1,-1,-1,0,-1,0,-1,-1,10,8,0
39,-39,39,-39,39,-39,39,-39,36,-36,36,-36,36,-36,36,-35,33,-32,32,-29,32,-29,32,-29,32,-28,32,-28,32,-28,32,-28,32,-28,32,-28,31,-25,31,-24,31,-24,31,-24,31,-24,31,-24,31,-24,30,-23,30,-23,30,-23,30,-23,27,-18,-1,0,0,0,-1,0,1,1,2,-1,2,3,0,0,0,1,0,3,1,2,3,0,0,1,1,1,4,8,8,9,7,13,1
39,-39,39,-39,39,-39,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-38,38,-37,37,-37,36,-37,33,-34,33,-34,33,-34,32,-34,32,-33,31,-30,28,-30,28,-30,28,-27,25,-26,25,-26,25,-26,20,-26,17,-26,-1,0,4,0,0,-1,0,0,1,3,4,3,1,-1,0,0,3,2,3,2,0,2,2,1,0,1,1,1,2,3,2,7,0
39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,39,-39,38,-36,37,-36,37,-36,37,-33,37,-33,37,-33,37,-33,37,-33,37,-28,32,-28,32,-28,32,-25,29,-25,29,-25,29,-25,29,-24,26,-23,26,-23,-1,0,-1,-2,-3,-2,-4,-2,0,-2,-1,-2,-1,-4,-4,-1,0,0,-2,-1,-2,0,-2,-4,-5,-7,-7,-6,-6,-3,4,6,1
39,-39,39,-39,39,-38,39,-38,39,-38,39,-38,39,-38,36,-37,35,-37,35,-37,34,-28,25,-28,25,-28,25,-28,25,-27,22,-24,21,-23,21,-23,21,-20,18,-20,18,-17,18,-17,15,-16,15,-16,15,-13,15,-13,15,-13,15,-13,15,-13,15,-13,-1,0,3,5,7,6,4,6,6,8,9,11,11,12,13,12,13,10,7,6,6,6,10,9,6,3,0,3,2,4,15,4,0
